customer_id,net_sales
1769,1392599.55
640,1389998.85
570,1386298.55
1582,1384999.5499999998
1817,1381999.65
712,1381999.15
687,1375898.9000000001
1981,1374998.4
288,1374998.1
1195,1369999.55
1917,1367998.55
879,1364999.2
468,1364999.1500000001
835,1364999.15
485,1359999.7
284,1359899.0999999999
247,1354999.25
1617,1354999.1
895,1349999.7
725,1349999.45
1096,1344999.45
1643,1344998.9
224,1339999.55
1818,1339998.65
1489,1337498.5
1207,1335198.5
1664,1334999.35
1683,1334999.25
1417,1331998.9
820,1316898.55
519,1314999.15
565,1314098.9
64,1310999.2
993,1309999.65
216,1305999.2000000002
845,1304998.85
107,1294999.8
1559,1289998.05
1632,1284599.2
1791,1283999.0
172,1281498.9
323,1279998.9
942,1279998.6
1885,1274999.25
1464,1273999.5
197,1271498.75
92,1268899.45
1077,1267598.85
1497,1264999.75
1416,1264999.5
191,1264998.85
667,1264998.7
1868,1259999.3499999999
883,1259299.1500000001
1100,1251299.55
1199,1250999.15
470,1249999.9
1947,1249999.85
803,1249999.8
1614,1249999.75
1387,1249999.6
1610,1244999.1500000001
139,1243998.9500000002
534,1239999.55
145,1230198.95
1665,1224999.3
1168,1224998.75
1563,1214998.45
959,1209999.65
918,1209999.15
544,1209998.9
410,1206499.1500000001
1066,1199999.4000000001
553,1196299.15
1922,1193998.9
192,1191999.3
43,1191898.9500000002
1812,1189999.05
100,1189998.4
1521,1187998.75
63,1185199.4
482,1179999.1
850,1172999.25
892,1163899.25
733,1159998.7
960,1157998.9
338,1156497.9
1931,1156299.1
1185,1155199.45
1249,1154999.3
489,1149999.8
582,1140999.0499999998
1222,1140198.6
546,1139999.8
846,1139999.2
1894,1139999.2
1342,1139999.15
239,1139999.0
1262,1134999.8
1633,1134999.5
1815,1134999.45
578,1134999.05
936,1134998.8
1849,1129999.6
719,1129999.5999999999
1125,1129998.9000000001
692,1114999.3
17,1111998.05
1274,1109998.2
1650,1104498.9
1088,1099999.65
562,1099999.35
708,1089999.75
32,1089999.55
200,1089999.0
523,1086499.6
1422,1084998.9
296,1081998.15
1737,1080999.1500000001
1713,1079999.8499999999
1412,1079999.65
1441,1079999.55
123,1079999.1
436,1079999.0
1872,1079998.15
454,1075199.2999999998
1175,1075199.1
273,1074999.55
992,1074999.35
861,1074998.9
1395,1071299.15
644,1069999.3
1332,1069999.0
1512,1069998.8
113,1064999.2
1058,1064998.95
886,1064998.8
560,1063898.55
1261,1062999.3
600,1052599.35
258,1051898.55
750,1050999.05
14,1046299.25
1879,1044998.65
492,1039999.4
1210,1039998.9
382,1036499.35
1711,1034998.7000000001
1343,1034998.25
1667,1031999.35
473,1031699.2000000001
1943,1030497.9500000001
1438,1029999.25
713,1026999.5
504,1026499.5
1142,1025299.1
360,1023999.25
996,1019999.3500000001
452,1019999.3
1968,1019999.2000000001
1883,1014999.1
1621,1011299.4
88,1006999.2000000001
1929,1006499.6499999999
520,1006499.25
625,1006299.1
386,1004999.4500000001
629,999999.9
867,999999.9
1796,999999.8
246,999999.8
716,999999.75
1155,999999.75
1969,999999.7
1531,999999.7
380,999999.65
1855,999999.65
1405,999999.65
987,999999.2
335,990999.3999999999
814,989999.35
119,989999.25
1586,989999.15
1135,989998.9
901,986699.25
1277,985298.8999999999
1149,974198.3500000001
1703,969999.55
1360,969998.7999999999
364,969998.15
104,968998.3
1461,967999.05
557,966898.4
53,965199.1
248,964999.25
800,962598.75
1087,960198.3
347,959998.8
1924,954999.2
1179,953998.7000000001
1460,949998.6
1176,944999.6
103,939999.45
1082,939998.7999999999
1599,939099.25
878,935199.3
424,929999.35
779,929999.2999999999
1478,929999.2
528,926498.75
758,924999.1000000001
1270,924998.7
311,922599.05
256,921198.9
979,919999.3999999999
620,919998.75
1406,919998.5
1941,909999.65
1522,909999.5
1691,909999.25
1046,909999.2
121,909999.1
445,907798.6500000001
1649,904998.65
1306,902998.6000000001
1952,901999.1
1838,900999.05
133,899999.35
968,899999.0
951,899998.4
1221,894999.2
1223,894999.1
514,892999.2000000001
198,891499.7
636,890398.7
1546,889999.6000000001
934,889999.15
599,889998.85
558,887999.0
1023,884999.6499999999
95,884999.45
597,884999.3
775,883998.2
1399,882999.0
1024,879999.4
1281,876299.05
1853,876298.65
1784,873899.45
1337,869999.3500000001
254,869998.9500000001
1219,868898.6
1427,867599.4
22,866999.25
1424,866298.7
1349,864999.1
1321,864998.95
1191,863899.05
1307,863498.85
1544,862998.8999999999
1513,862598.85
1047,859999.2
1780,859999.2
526,859999.2
293,859999.15
1086,854999.0
1763,849999.1499999999
230,849998.3999999999
1530,848899.65
120,846498.9500000001
285,844998.8
1354,844998.35
564,844998.2999999999
495,840198.7999999999
1252,839999.5
1449,839999.1
446,839998.85
1854,834999.5
1827,834999.25
305,834998.6
368,833298.65
1165,829998.75
70,824999.0499999999
165,824498.2
1311,822198.7
539,821299.3500000001
1091,819999.7000000001
1075,819999.4
869,819999.25
937,819999.05
1708,816998.65
101,814999.6
1309,814999.0499999999
1340,814998.9
865,812298.65
389,809999.45
182,809999.3500000001
677,809999.0
252,809998.85
425,808999.0
124,806698.55
626,805199.4500000001
516,804999.1000000001
1785,804998.75
550,802999.05
1825,799999.0
1508,799999.0
316,799998.9500000001
215,796498.95
915,794999.75
1394,794999.55
1335,794999.0
1764,794598.9
842,789999.65
727,789999.1499999999
1491,789998.3999999999
1376,786998.8
155,786499.3
393,784999.15
1623,784999.15
1263,784998.95
1856,782998.8
902,781498.75
1672,779999.35
1689,778899.25
1575,775198.75
281,773999.7000000001
1042,772598.85
131,768198.5
742,765198.75
1606,764999.45
970,764999.45
1319,764999.0
1289,759099.1
1004,757999.55
225,756499.7
1318,755199.5
1916,754998.9500000001
433,751299.7000000001
797,751299.7
484,751299.4
1030,749999.95
1390,749999.95
1997,749999.75
1718,749999.6
31,749999.5
611,749999.1000000001
1505,748999.2999999999
84,739999.3500000001
240,739999.25
1470,739999.25
1116,739999.2000000001
1670,739998.95
1620,739598.6000000001
1034,736998.65
1585,736299.3
1877,736299.2999999999
1147,735998.85
1278,735199.2
1313,734999.75
529,734999.3
1515,734999.15
724,734999.1
1616,732799.1000000001
1978,729999.2
745,729998.65
1822,726499.25
1414,724999.65
1731,724999.55
805,724999.0
1834,721498.7
290,719999.35
710,718999.05
1090,717298.85
549,715999.15
507,715998.8
253,714999.45
458,714998.95
1092,714298.2
980,709999.85
168,709999.2
1457,705199.05
188,704999.4
1101,703898.95
54,703898.6
774,699999.45
1141,699999.25
916,699999.2
877,699999.1
73,697599.0
1806,696299.15
1630,694999.2
1025,694999.2
152,694999.05
894,694999.05
1074,691998.8
1347,689999.4
351,689999.15
876,687898.0499999999
127,684998.8
747,683999.5
1669,679999.6000000001
989,679998.65
699,676999.1499999999
1843,674999.8
1150,674999.55
838,674999.5
1167,674999.3
1809,674999.0
1634,672999.05
953,672599.25
1719,671299.05
1428,670398.25
1304,670198.8
1103,669999.2
167,669998.95
935,668899.3500000001
673,667999.2999999999
508,665998.65
643,664999.3
1434,664998.85
694,663498.75
618,663298.55
435,660198.3500000001
1158,659999.6
1551,659999.0499999999
647,657598.95
1217,654999.2
864,654999.2
907,654999.1
607,650999.15
45,650198.9
601,649999.7
1976,649999.55
1778,649999.5
6,649999.3500000001
1570,649999.3500000001
375,649999.25
291,649999.05
1273,649999.0
1264,647999.25
415,645199.3
1836,644999.55
1121,644999.45
1500,644999.1
1880,639999.5499999999
312,639999.25
1048,639999.05
263,634999.3
817,634999.1
1896,634998.8
1974,631999.4
280,631999.15
1741,631499.1499999999
310,629999.7
1928,629999.6
762,629998.8
1540,629998.6
189,628999.65
1384,628998.4
1615,626999.3
1089,626998.7
857,624999.45
421,624999.45
282,624999.4
1170,624999.0
1139,621999.3
1678,619999.45
1241,617999.6
1728,615999.2
858,614999.65
379,614999.4
1279,614999.3
843,614999.2000000001
1008,614999.2000000001
923,614999.0
1184,614998.95
950,614998.9
868,612598.85
7,611999.55
641,609999.6
1560,609999.45
658,609999.3500000001
782,609999.3500000001
1863,609999.35
300,609999.25
1635,609999.1000000001
949,609999.05
548,609999.05
657,609998.7000000001
1322,607599.05
220,605998.85
1198,605897.55
243,604999.4500000001
1723,604999.25
404,604999.15
1436,602998.6
1063,602198.95
398,601299.0499999999
1994,599999.55
819,599999.25
1027,599999.25
1618,599999.2
1352,599999.15
340,597599.1
36,595199.0
610,594999.75
984,594998.9
1282,594998.55
1253,593998.9
1494,591498.75
381,591298.85
1056,590999.1
614,589998.9
1685,584999.6499999999
1228,584999.1
387,584998.8
767,583899.05
888,581898.55
98,580999.35
1797,580199.45
1624,580198.65
1481,579999.65
57,579999.6
1212,579999.6
1331,579999.5
1565,579999.2
464,579999.05
672,579998.2
1297,574999.35
1001,574999.2
563,573899.25
264,572999.0
905,570498.95
1577,569999.5
770,569999.3
1443,569999.0
773,569998.85
150,568999.1000000001
187,566499.15
1440,565999.2000000001
841,564999.7
815,564999.5499999999
965,564999.2
1140,564998.95
1568,562999.6000000001
408,562899.0
1846,561999.1
872,561698.85
161,561299.3500000001
116,559999.6
357,559999.25
294,559999.1
853,559999.0
890,559499.1
1506,558999.65
459,557999.3
1888,557998.85
881,555999.25
1301,555998.85
38,555199.05
776,555198.7
1380,554999.4
681,554999.1
1518,554998.65
537,553999.05
1626,552599.25
269,550498.85
1842,549999.55
134,549999.55
81,549999.5
982,549999.5
1949,549999.35
622,549999.3
1910,548899.3999999999
1240,546299.2000000001
1646,544999.8
887,544999.7
456,544999.6
227,544999.45
1245,544999.35
262,544999.35
1890,544999.35
1961,544999.25
115,544998.9
469,544298.95
367,543899.05
1128,542999.5
1776,542998.95
1453,539998.75
756,537198.75
808,536498.85
271,534999.6000000001
1433,534999.4
844,534999.3
871,534999.3
111,534999.25
159,534999.2
592,533098.1
449,531299.3
432,530398.7
1299,529999.9
1400,529999.8
962,529999.65
277,529999.6
426,529999.35
939,529999.1000000001
232,529999.05
1119,525998.95
261,524999.55
1613,524999.5
569,524999.3500000001
1157,524999.15
1895,524998.6000000001
944,523999.65
109,521998.8
1932,521498.9
1860,519999.39999999997
1520,515199.35
283,514999.25
927,514998.94999999995
567,512599.6
77,511999.4
143,509999.7
257,509999.65
873,509999.6
1268,509999.55
1498,507798.4
1218,507599.35
966,506499.9
1014,506298.85
1196,505199.65
809,504999.5
754,503899.55
1666,503199.3
1727,502598.9
1130,501299.85000000003
977,500998.85000000003
1789,499999.85
1351,499999.7
1110,499999.6
1973,499999.55000000005
1550,499999.45
1133,499999.4
1097,499999.4
193,499999.39999999997
156,499999.35
807,499999.25
325,499999.25
705,499999.2
656,497999.2
1651,494999.75
1706,494999.30000000005
1915,494999.1
259,494998.95
1373,494998.7
417,493999.0
1714,493598.65
1578,492999.39999999997
1083,491998.95
1493,489999.6
1799,489999.35000000003
1986,489999.35
913,489999.25
423,489999.25
1802,489999.25
714,489098.64999999997
1381,488999.55000000005
946,488298.75
584,487599.7
1607,486499.35
752,484999.6
1705,484999.5
1234,484999.4
522,484999.4
1887,484999.35
1639,484999.30000000005
279,482999.44999999995
748,482999.15
463,481499.54999999993
744,479999.9
1146,479999.39999999997
1904,479999.25
86,478999.35
911,478198.44999999995
1459,477599.0
630,474999.7
1899,474298.65
796,473999.15
840,472999.45
930,472498.79999999993
390,470199.25
637,469999.60000000003
676,469999.35
1645,469999.35
71,469999.30000000005
804,469999.3
1859,469999.0
1752,468899.44999999995
1359,464999.55000000005
1325,464999.55
11,464999.45
1532,461999.0
334,460998.95
739,459999.55000000005
1431,456999.1
1109,455999.5
1303,455199.55
1123,454999.6
1197,454999.55
41,454999.5
299,454999.44999999995
1093,454999.3
76,454999.1
274,454999.05000000005
1579,453999.10000000003
975,452998.85
574,451999.2
926,451499.35
1334,451298.9
1203,449999.39999999997
1944,449999.19999999995
1636,449999.0
396,446999.1
1707,444999.65
531,444999.55000000005
1067,444999.5
141,444999.15
650,442999.3
1605,442998.7
666,439999.5
1429,439999.4
339,437999.4
1662,437498.5
974,436999.45
56,436499.25
1357,436298.9
275,434999.65
1571,434999.5
1712,434999.35
1983,432599.35
177,432598.55
1592,431998.85000000003
419,431998.85
1748,430999.0
1583,430998.85
1864,429999.80000000005
1619,429999.65
205,429999.1
1,429998.75
746,427999.15
363,426299.3
904,426299.05
661,425999.05
1503,425199.75
237,424999.75
1180,424999.6
498,424999.5
1413,424999.2
289,423999.5
1211,421299.4
1775,419999.7
1920,419999.65
1681,419999.65
1247,419999.55
1697,419999.5
1534,419999.45
1499,419999.45
82,419999.2
1820,419098.9
162,418999.6
50,416999.4
1934,415999.7
1742,414999.75
403,414999.64999999997
130,414999.64999999997
682,414999.60000000003
51,414999.4
1590,414999.25
693,414999.15
343,414499.25
521,412999.2
1182,412899.3
749,411999.45
1213,410999.55
1355,409999.9
1680,409999.7
1830,409999.65
476,409999.4
1280,409999.35
652,409999.35
352,407999.7
1543,407599.3
337,406499.65
1873,404999.55
852,404999.55
1758,404999.35
1587,404998.7
675,403899.45
204,403899.05
964,402999.05
670,402599.75
1053,401998.55
20,401499.55000000005
627,400998.85
397,399999.9
228,399999.85
1421,399999.85
613,399999.85
1564,399999.8
932,399999.75
1389,399999.75
1699,399999.7
374,399999.7
416,399999.65
1361,399999.65
1393,399999.55
1174,399999.55
106,399999.35
1469,399999.35
1420,399999.30000000005
1153,399198.65
1660,398999.1
1137,397599.45
981,397599.35000000003
1308,396499.0
1717,394999.6
1702,394999.55
1545,394999.5
267,394999.5
579,394999.5
1773,394999.25
89,394999.15
326,393899.5
1317,392199.0
394,391999.0
1386,391499.65
997,389999.8
1739,389999.65
663,389999.6
1105,389999.55
1959,389999.5
249,389999.5
1524,389999.35000000003
704,389999.35
1845,389999.3
475,387999.6
1426,386999.4
638,385999.5
314,384999.5
556,384999.35
1002,384999.3
691,384999.05
372,382799.35
1608,381499.5
1897,379999.75
1783,379999.75
407,379999.75
1435,379999.4
1653,379999.25
102,379999.25
948,379999.15
702,379499.15
18,378998.45
135,378899.30000000005
1005,376999.1
4,376299.65
1070,375999.10000000003
321,374999.65
1930,374999.44999999995
1869,374999.4
9,374999.35
810,374999.3
66,374999.25
276,373999.80000000005
238,373899.2
1113,371299.2
1161,370999.4
1367,369999.85000000003
1905,369999.80000000005
1663,369999.65
1628,369999.6
1604,369999.4
764,369999.2
174,366499.60000000003
443,365199.45
619,365199.2
93,363999.45
1687,363999.4
1402,363999.4
1375,362799.14999999997
735,360999.2
1059,360399.05
153,360199.1
292,359999.80000000005
973,359999.55
1487,359999.45
790,359999.4
477,359999.35
662,359999.30000000005
1865,359999.0
586,358899.2
1065,357999.8
541,357999.65
1204,357998.8
1477,356499.15
1365,356299.4
778,355999.2
1333,354999.35
1750,354999.1
645,354999.0
1572,353899.35000000003
1884,353899.3
1216,352599.69999999995
1919,351999.5
1977,351698.45
1548,350998.55000000005
602,349999.95
1535,349999.95
511,349999.9
1050,349999.85
1541,349999.8
486,349999.8
1230,349999.7
1735,349999.7
609,349999.65
1320,349999.65
481,349999.6
830,349999.6
1338,349999.55000000005
479,349999.5
1823,349999.5
961,349999.4
1840,349999.4
440,349998.85
1060,349098.9
721,346599.4
1963,346499.15
885,341999.15
154,340999.55
753,339999.8
322,339999.65
241,339999.60000000003
722,339999.6
813,339999.5
1462,339999.3
1181,339999.2
428,339999.2
1244,336299.15
1686,335999.55000000005
1404,335199.35
118,334999.5
941,334999.25
1010,333999.45
1251,332999.3
185,331498.85
1891,330999.5
538,330199.55
1078,329999.6
1951,329999.55000000005
1525,329999.5
1833,329999.5
518,329999.44999999995
1926,329999.35
1186,329999.2
1557,328899.60000000003
411,328899.30000000005
1533,327999.15
1312,327599.35
1496,326999.55
896,326999.25
327,324999.95
117,324999.8
13,324999.75
818,324999.65
442,324999.65
1237,324999.60000000003
74,324999.5
1848,324999.35
1208,324999.3
1350,324999.25
1821,324999.1
1516,324999.1
62,322998.9
307,321298.55000000005
497,319999.9
1330,319999.85
214,319999.85
608,319999.8
1701,319999.8
1841,319999.75
994,319999.6
856,319999.6
1584,319999.6
1507,319999.44999999995
1007,319999.15
46,318899.5
1875,318899.2
1589,317998.10000000003
1189,317598.3
1925,314999.45
1445,313999.1
1190,313998.75
329,312599.55000000005
723,311699.05
1080,311498.95
836,311298.95
938,309999.3
1594,308999.45
633,307999.3
1275,307599.25
1844,306299.55
1283,306199.3
1250,305998.9
525,304999.69999999995
1950,304999.55
242,304999.35000000003
1107,304999.25
998,303999.3
1346,302999.2
194,302599.05000000005
67,302598.9
1284,301499.25
1295,299999.65
1794,299999.6
1480,299998.9
576,298999.25
1154,298899.25
1292,297999.35
502,297899.80000000005
1936,296499.55
1824,296299.55
1256,296299.3
1118,294999.69999999995
1759,294999.5
659,294999.35
35,294999.35
542,294999.1
409,293999.5
585,293199.2
58,292599.35
178,289999.75
201,289999.65
250,289999.65
69,289999.5
272,289999.35
761,289999.3
1942,286998.8
1242,286299.2
1761,286299.15
164,285999.35000000003
1454,285998.65
1468,285298.85
1867,284999.65
1214,284999.60000000003
1408,284999.55
1382,284999.45
1173,284999.44999999995
1385,284999.4
826,284999.2
1757,284999.15
345,282599.3
1955,281999.9
169,281999.65
533,281999.55
406,281499.30000000005
1163,279999.9
1358,279999.9
1542,279999.85
924,279999.75
1215,279999.75
1975,279999.75
1026,279999.75
1062,279999.75
914,279999.7
1927,279999.6
1473,279999.4
839,279999.4
1580,279999.3
688,279999.25
356,279098.85
313,278998.7
1866,277498.7
1151,276999.35
552,275999.5
1104,275299.0
1629,275199.55000000005
1114,275199.2
654,274999.65
148,274999.5
547,274999.35
1957,274999.35
1832,274499.10000000003
196,273999.55
353,273998.85
505,272999.2
816,272599.55
515,271299.75
1889,269999.65
1127,269999.55
540,269999.5
1870,269999.5
1288,269998.9
1102,267999.55
1529,267999.5
1377,267199.0
203,266499.7
1084,266299.25
1596,266098.85
848,265999.65
863,265999.6
457,265999.0
639,264999.6
909,264999.45
1562,264999.45
1801,264999.35
171,264999.2
431,264099.10000000003
1954,262999.25
1554,262599.4
378,259999.9
551,259999.9
1966,259999.85
669,259999.8
812,259999.8
697,259999.8
1003,259999.75
1444,259999.75
1768,259999.7
1064,259999.65
581,259999.65
1145,259999.65
737,259999.6
1430,259999.45
1111,259999.4
1988,259998.9
112,256298.94999999998
943,255199.65
392,255199.55000000002
434,255199.45
1021,254999.6
1700,254999.55
683,254999.45
829,254999.4
1831,253999.5
149,253899.6
1036,253899.25
1488,252599.65000000002
1144,252599.35
1901,252598.65000000002
1648,251999.5
40,251999.3
571,251599.25
866,251499.3
1679,250999.45
674,250498.6
1095,249999.95
875,249999.95
623,249999.9
132,249999.85
344,249999.8
83,249999.8
1372,249999.8
1921,249999.75
1425,249999.75
978,249999.7
1734,249999.65
90,249999.65
1117,249999.6
39,249999.5
786,249999.45
420,249999.35
1033,249998.90000000002
1746,248999.45
1265,248999.30000000002
604,247999.25
190,245999.40000000002
219,245199.15000000002
1601,244999.65
1787,244999.40000000002
1126,244999.35
158,244999.0
414,243899.85
763,240999.15
1022,239999.9
1049,239999.85
729,239999.8
1595,239999.7
1205,239999.7
768,239999.7
1715,239999.65
624,239999.65
811,239999.65
450,239999.6
824,239999.6
1805,239999.55000000002
617,239999.55000000002
760,239999.55000000002
1738,239999.5
1055,239999.45
991,239999.4
590,239999.35
1767,239999.25
346,239999.05000000002
1726,237599.44999999998
1094,235398.95
52,234999.55000000002
402,234999.5
821,233899.4
1353,232999.55
1366,232999.45
1804,232999.44999999998
268,231499.6
5,231499.6
206,230199.35
967,229999.65
1814,229999.45
1079,229298.8
1316,228599.0
884,227599.45
244,226299.65
195,226299.5
596,225999.44999999998
1967,225999.05000000002
798,225998.59999999998
920,224999.95
1556,224999.95
527,224999.95
1471,224999.95
395,224999.9
651,224999.85
898,224999.8
769,224999.75
1465,224999.75
1668,224999.7
1638,224999.65
854,224999.65
730,224999.6
731,224999.6
1248,224999.45
690,224999.40000000002
265,224999.40000000002
33,224999.35
757,224999.2
1996,223999.1
698,222598.35
24,221499.34999999998
1124,219999.59999999998
1657,215999.85
1857,215999.7
341,214999.84999999998
1229,214499.50000000003
385,213899.5
304,209999.75
1183,209999.75
137,209999.75
535,209999.75
1456,209999.7
1730,209999.6
140,209999.5
1054,209498.9
1611,209099.15
29,208899.65
1255,208199.55
822,208199.25
789,207598.85
1156,204999.6
847,204999.15
359,204999.05
55,203999.55000000002
234,202999.55
1743,201499.3
1052,201299.45
1912,201299.15
1510,199999.95
1362,199999.9
85,199999.9
621,199999.7
455,199999.7
1900,199999.65
957,199999.6
72,199999.6
1018,199999.6
880,199999.25
1391,198499.2
509,197599.5
377,196299.4
1576,195999.65000000002
266,194999.85
903,194999.80000000002
1581,194999.8
371,194999.75
1755,194999.75
1227,194999.7
726,194999.59999999998
211,194999.59999999998
1960,194999.45
474,194999.40000000002
1398,194999.2
1658,194998.95
1178,190999.6
1902,190999.25
1138,190999.05
1909,189999.8
794,189999.75
270,189999.69999999998
1019,189999.65
301,189999.6
1538,187999.75
1511,187599.7
1528,186499.6
899,186499.4
1043,185999.45
221,184999.65
566,184999.5
222,184999.0
588,182599.55000000002
1987,181999.2
1485,181499.15
1674,181299.59999999998
1964,180298.9
430,179999.95
1971,179999.95
438,179999.90000000002
1314,179999.9
766,179999.9
1766,179999.9
1169,179999.85
1523,179999.84999999998
466,179999.7
862,179999.65
780,179999.65
229,179999.6
332,179999.6
493,179999.6
472,178899.5
1819,175999.3
295,174999.9
1989,172999.05000000002
128,171999.45
1269,169999.59999999998
1640,169999.45
2000,169999.40000000002
136,169999.4
874,166999.44999999998
1032,166999.25
1826,165999.69999999998
1574,164999.45
685,164999.35
1446,163999.6
146,163999.30000000002
1371,162599.75
1502,162599.7
900,162599.40000000002
1537,162599.4
1504,161999.05
1472,160299.4
906,159999.95
429,159999.95
170,159999.95
1011,159999.9
1972,159999.85
678,159999.8
179,159999.8
1172,159999.8
78,159999.75
26,159999.75
47,159999.65
1918,159999.65
1243,159999.65
448,159999.6
1549,159999.6
1368,158999.90000000002
183,157999.75
1132,157198.75
1029,156999.05000000002
910,156499.55
561,156499.35
1774,156299.5
1982,155999.5
1201,154999.55
827,154999.4
1484,154999.19999999998
236,153999.7
1348,153998.90000000002
1073,151299.45
554,149999.95
1041,149999.85
1315,149999.85
1627,149999.85
30,149999.75
715,149999.7
1339,149999.7
1771,149999.65
1995,149999.65
1733,149999.65
787,149999.6
1536,149999.59999999998
1539,149999.4
1782,149999.3
1984,148999.65
1945,145999.2
1740,145199.75
577,144999.7
695,144999.4
1673,144999.25
1911,143999.25
1850,142999.35
405,142599.5
1790,141499.4
1772,140199.4
1953,139999.9
1326,139999.85
75,139999.8
1886,139999.75
361,139999.35
286,139999.35
1566,139999.3
1356,139999.3
1293,139898.95
1396,138998.9
1072,138899.25
1463,137599.55000000002
151,136299.7
958,136299.7
594,135999.35
575,135199.5
245,134999.95
331,134999.85
1593,134999.85
328,134999.8
1695,134999.8
96,134999.8
1259,134999.75
1682,134999.75
1671,134999.7
1015,134999.7
755,134999.7
603,134999.45
1732,132599.05
330,131299.6
717,129999.85
1098,129999.8
734,129999.8
1370,129999.75
1226,129999.65
483,129999.65
510,129999.65
889,129999.4
1134,128899.15000000001
1188,125199.4
10,124999.55
1990,124999.3
1519,123298.45
1948,121999.3
1267,120199.5
999,115999.34999999999
1486,114999.75
665,114999.45
223,114999.4
1458,113999.5
370,112898.9
114,109999.65
65,109999.6
1993,109999.5
494,109999.29999999999
1876,109299.55
1603,107999.7
487,107999.35
209,107199.35
765,106499.7
649,105999.45
616,105199.45
1200,104999.75
44,103999.29999999999
741,102599.35
1839,101999.5
318,99999.95
358,99999.9
465,99999.85
1654,99999.75
278,99999.75
833,99999.7
467,99999.65
1450,99999.65
1220,97999.35
680,97999.35
1257,97999.25
1795,96499.4
42,95199.3
1452,94599.1
1631,94499.35
686,92599.5
1709,91599.2
1501,91299.84999999999
1765,91299.55
802,91299.34999999999
212,90999.65000000001
1302,89999.95
60,89999.95
524,89999.95
696,89999.95
1874,89999.9
199,89999.9
3,89999.9
646,89999.75
126,89999.7
1547,89999.7
1798,89999.65
1479,89999.65
711,89999.6
928,89999.6
163,89999.6
1051,89999.5
1760,89999.45000000001
1552,89099.44999999998
79,87599.35
226,86499.6
1291,86499.5
1012,86499.3
441,85999.75
1600,84999.4
1409,81999.4
1068,81299.40000000001
1108,79999.95
517,79999.9
1725,79999.9
1777,79999.9
703,79999.9
49,79999.8
1310,79999.7
366,79999.65
801,79999.54999999999
1081,77999.65
908,77999.45
929,77599.25
308,76599.4
1704,74999.85
110,74999.85
1694,74999.75
1246,74999.7
738,74999.7
1231,74999.65
791,74999.5
1439,73899.25
1637,70999.05
1716,69999.85
1432,69999.85
233,69999.6
1696,68999.4
1300,64999.95
1038,64999.8
1847,64999.8
175,64999.75
823,64999.7
28,64999.7
87,63999.35
462,63999.25
1467,62999.15
1652,61999.55
1160,60999.6
593,59999.95
1517,59999.9
1871,59999.9
1800,59999.85
1810,59999.65
